1,0,0,7,1
2,0,0,7,1
3,0,0,5,1
4,0,0,5,1
5,0,0,7,1
6,0,0,8,1
7,0,0,7,1
8,0,0,7,1
9,0,0,7,1
10,0,0,8,4
11,0,0,6,2
12,0,0,10,1
13,0,0,8,0
14,0,0,11,1
15,0,0,8,1
16,0,0,10,1
17,0,0,8,1
18,0,0,10,0
19,0,0,10,1
20,0,0,11,1
21,0,0,8,1
22,0,0,9,1
23,0,0,9,1
24,0,0,9,1
25,0,0,10,1
26,0,0,10,1
27,0,0,10,1
28,0,0,10,1
29,0,0,11,3
30,0,0,7,2
31,0,0,9,2
32,0,0,9,3
33,0,0,7,5
34,0,0,8,1
35,0,0,5,2
36,0,0,11,2
37,0,0,7,3
38,0,0,8,2
39,0,0,8,3
40,0,0,12,2
41,0,0,9,3
42,0,0,6,3
43,0,0,7,0
44,0,0,6,1
45,0,0,7,2
46,0,0,11,1
47,0,0,7,2
48,0,0,5,1
49,0,0,8,0
50,0,0,6,0
51,0,0,8,3
52,0,0,14,2
53,0,0,11,2
