1,0,0,10,4
2,0,0,12,4
3,0,0,13,3
4,0,0,11,4
5,0,0,11,5
6,0,0,11,7
7,0,1,12,3
8,0,0,8,6
9,0,0,7,4
10,0,0,6,5
11,0,1,8,3
12,0,1,11,3
13,0,1,12,3
14,0,1,11,2
15,0,1,7,1
16,0,1,7,3
17,0,1,7,1
18,0,1,10,2
19,0,1,7,3
20,0,1,8,3
21,0,1,8,3
22,0,1,6,2
23,0,1,6,3
24,0,1,4,2
25,0,1,7,4
26,0,1,6,3
27,0,1,4,5
28,0,1,4,3
29,0,1,3,4
30,0,1,1,5
31,0,1,1,4
32,0,1,2,4
33,0,1,1,4
34,0,1,3,4
35,0,1,3,3
36,0,0,2,5
37,0,0,2,5
38,0,1,3,1
41,0,0,4,5
43,0,1,5,4
44,0,0,4,5
45,0,1,5,3
46,0,0,6,3
47,0,0,3,3
48,0,1,3,3
51,0,0,5,5
52,0,1,4,6
53,0,0,4,8
