1,0,0,13,4
2,0,0,13,2
3,0,0,13,1
4,0,0,11,2
5,0,0,13,2
6,0,0,13,1
7,0,0,14,3
8,0,0,12,2
9,0,0,13,2
10,0,0,13,3
11,0,0,10,3
12,0,0,10,2
13,0,0,13,1
14,0,0,9,3
15,0,0,10,2
16,0,0,10,2
17,0,0,11,2
18,0,0,10,2
19,0,0,10,3
20,0,0,9,3
21,0,0,11,2
22,0,0,9,4
23,0,0,9,4
24,0,0,11,3
25,0,0,10,4
26,0,0,12,2
27,0,0,12,1
28,0,0,12,4
29,0,0,11,4
30,0,0,12,3
32,0,0,11,2
33,0,0,11,1
34,0,0,11,1
35,0,0,14,1
36,0,0,13,2
37,0,0,14,2
38,0,0,13,4
39,0,0,13,2
40,0,1,13,2
41,0,0,15,0
42,0,0,12,4
43,0,0,13,3
44,0,0,17,2
45,0,0,13,2
46,0,0,14,1
47,0,0,14,3
48,0,0,13,3
49,0,0,12,2
50,0,0,13,3
51,0,0,13,1
52,0,0,13,2
53,0,0,16,2
