1,0,0,5,0
2,0,0,13,3
3,0,0,14,1
4,0,0,14,1
5,0,0,16,2
6,0,0,15,1
7,0,0,12,1
8,0,0,9,3
9,0,0,6,2
10,0,0,6,2
11,0,0,6,1
12,0,0,9,2
13,0,0,6,1
14,0,0,5,1
15,0,0,8,1
16,0,0,10,1
17,0,0,8,1
18,0,0,6,1
19,0,0,6,1
20,0,0,10,0
21,0,0,8,1
22,0,0,9,0
23,0,0,10,0
24,0,0,11,2
25,0,0,9,0
27,0,0,9,1
28,0,0,3,1
29,0,0,3,0
30,0,0,5,1
31,0,0,6,1
32,0,0,10,0
33,0,0,8,0
34,0,0,8,0
35,0,0,9,1
36,0,0,8,1
37,0,0,7,1
38,0,0,10,1
39,0,0,8,0
40,0,0,7,0
41,0,0,8,0
42,0,0,5,1
43,0,0,5,1
44,0,0,6,0
45,0,0,6,0
46,0,0,6,0
47,0,0,5,2
48,0,0,4,1
49,0,0,2,1
53,0,0,8,1
