5,0,0,10,3
9,0,0,10,2
12,0,0,9,2
13,0,0,8,1
14,0,0,9,2
16,0,0,7,2
17,0,0,8,2
18,0,0,11,2
19,0,0,11,2
20,0,0,11,3
21,0,0,9,4
22,0,0,14,1
23,0,0,8,3
24,0,0,6,4
25,0,1,10,2
26,0,1,11,2
27,0,1,12,2
28,0,1,11,2
29,0,0,9,2
30,0,0,9,3
31,0,0,10,3
32,0,0,12,1
33,0,0,11,4
34,0,0,12,1
35,0,0,15,0
36,0,0,14,0
37,0,0,11,2
38,0,0,12,0
39,0,0,13,0
40,0,0,13,1
41,0,0,11,0
42,0,0,8,2
43,0,0,11,0
44,0,0,10,1
45,0,0,6,4
46,0,0,11,1
48,0,0,11,0
49,0,0,12,1
51,0,0,8,1
52,0,0,11,3
53,0,0,7,1
