1,0,0,4,3
2,0,0,9,4
3,0,0,6,2
4,0,0,6,2
5,0,0,5,3
6,0,0,2,5
7,0,0,7,3
8,0,0,4,4
10,0,0,3,2
11,0,0,4,2
12,0,0,2,5
13,0,0,6,3
15,0,0,5,2
16,0,0,6,3
17,0,0,2,4
18,0,0,5,2
19,0,0,5,1
20,0,0,5,1
21,0,0,4,2
22,0,0,6,2
23,0,1,5,2
24,0,0,4,1
25,0,0,5,4
26,0,0,4,2
27,0,0,3,3
28,0,1,5,3
29,0,0,5,4
30,0,0,6,4
31,0,0,4,1
32,0,0,6,1
34,0,0,4,2
35,0,0,3,2
36,0,0,3,1
37,0,0,2,2
38,0,0,3,1
39,0,0,4,1
40,0,0,2,1
41,0,0,5,1
43,0,0,7,1
44,0,0,3,1
45,0,0,7,1
46,0,0,8,1
47,0,0,4,2
48,0,0,5,3
49,0,0,5,1
50,0,0,2,2
