1,0,0,6,4
2,0,0,14,3
3,0,0,16,4
4,0,0,17,6
5,0,0,17,3
6,0,0,20,4
7,0,0,18,5
8,0,0,20,5
9,0,0,16,5
10,0,0,15,4
11,0,0,18,3
12,0,0,16,4
13,0,0,18,5
14,0,0,12,3
15,0,0,14,3
16,0,0,12,5
17,0,0,15,6
18,0,0,14,4
19,0,0,11,3
20,0,0,16,4
21,0,0,12,4
22,0,0,14,3
23,0,0,12,3
24,0,0,11,4
25,0,0,9,4
26,0,0,8,6
27,0,0,10,5
28,0,0,10,7
29,0,0,9,6
30,0,0,12,4
31,0,0,10,5
32,0,0,11,4
33,0,0,12,5
34,0,0,9,5
35,0,0,8,6
36,0,0,9,6
37,0,0,10,4
38,0,0,11,6
39,0,0,11,4
40,0,0,9,8
41,0,0,10,6
42,0,0,8,4
43,0,0,6,5
44,0,0,9,4
45,0,0,9,3
46,0,0,8,6
47,0,0,10,6
48,0,0,8,7
49,0,0,7,6
50,0,0,10,4
51,0,0,14,2
52,0,0,7,4
53,0,0,11,3
