1,0,1,7,2
2,0,1,8,5
4,0,1,7,4
5,0,1,5,4
6,0,1,3,2
7,0,1,5,3
8,0,1,6,4
9,0,1,4,3
10,0,2,6,2
11,0,1,5,2
12,0,1,4,2
13,0,1,5,4
14,0,1,7,2
15,0,1,7,2
16,0,1,6,2
17,0,1,9,2
18,0,1,8,3
19,0,2,9,2
20,0,2,9,3
21,0,2,6,2
22,0,2,7,3
23,0,2,7,1
24,0,2,8,2
25,0,2,8,4
26,0,1,7,2
27,0,1,9,2
28,0,1,7,4
29,0,2,9,3
30,0,1,9,3
31,0,1,6,3
32,0,1,7,3
33,0,1,7,2
34,0,1,5,3
35,0,1,5,3
36,0,1,6,3
37,0,1,6,3
38,0,1,5,3
39,0,1,4,4
40,0,1,5,2
41,0,1,5,2
42,0,1,5,4
43,0,1,5,2
44,0,1,4,5
45,0,1,5,2
46,0,1,5,1
47,0,2,8,0
48,0,2,7,2
49,0,1,8,2
50,0,1,7,3
51,0,1,6,3
52,0,1,8,1
53,0,1,6,1
