1,0,0,3,0
2,0,0,3,1
3,0,0,4,0
4,0,0,4,0
5,0,0,3,0
6,0,0,2,0
7,0,0,1,1
8,0,0,3,0
9,0,0,1,1
10,0,0,1,0
12,0,0,1,1
14,0,0,3,0
15,0,0,1,0
16,0,0,2,1
19,0,0,2,0
20,0,0,1,1
21,0,0,4,0
22,0,0,2,3
23,0,0,2,3
24,0,0,3,2
25,0,0,4,3
26,0,2,2,2
28,0,1,2,2
29,0,2,4,3
30,0,1,2,2
31,0,1,3,2
33,0,0,1,4
34,0,0,0,3
36,0,0,2,3
37,0,0,1,3
38,0,0,0,3
39,0,0,0,4
40,0,0,0,3
41,0,0,2,2
43,0,0,1,1
44,0,0,1,2
45,0,0,1,3
46,0,0,0,2
47,0,0,0,2
48,0,0,0,2
49,0,0,1,2
50,0,0,1,1
51,0,0,1,1
52,0,0,1,1
53,0,0,1,0
