1,0,0,9,4
2,0,0,10,4
3,0,0,8,5
4,0,0,8,6
5,0,0,9,3
6,0,0,10,6
7,0,0,9,2
8,0,0,10,6
9,0,0,9,5
10,0,0,12,5
11,0,0,11,6
12,0,0,10,6
13,0,0,11,5
14,0,0,9,5
15,0,0,5,5
16,0,0,6,6
17,0,0,11,5
18,0,0,6,5
19,0,0,9,6
20,0,0,8,6
21,0,0,7,4
22,0,0,6,6
23,0,0,7,4
24,0,0,6,5
25,0,0,9,4
26,0,0,11,2
27,0,0,9,6
28,0,0,7,6
29,0,0,10,5
30,0,0,8,4
31,0,0,9,5
32,0,0,9,7
33,0,0,7,5
34,0,0,8,8
35,0,0,8,5
36,0,0,8,6
37,0,0,6,7
38,0,0,6,6
39,0,0,8,5
40,0,0,13,4
41,0,0,8,7
42,0,0,9,5
43,0,0,8,5
44,0,0,7,6
45,0,0,8,8
46,0,0,7,7
47,0,0,10,4
48,0,0,8,5
49,0,0,8,4
50,0,0,10,4
51,0,0,6,6
52,0,0,9,5
53,0,0,10,3
