1,0,0,9,3
2,0,0,10,1
3,0,0,12,1
4,0,0,5,2
5,0,0,7,3
6,0,0,6,4
7,0,0,7,2
8,0,0,10,3
9,0,0,7,3
10,0,0,8,3
11,0,0,9,3
12,0,0,9,3
13,0,0,11,2
14,0,0,9,1
15,0,0,10,2
16,0,0,10,0
17,0,0,12,1
18,0,0,9,0
19,0,0,5,1
20,0,0,9,1
21,0,0,4,2
22,0,0,7,0
23,0,0,8,1
24,0,0,8,2
25,0,0,7,2
27,0,0,5,4
28,0,0,7,1
29,0,0,8,2
30,0,0,9,2
31,0,0,8,2
32,0,0,5,2
33,0,0,5,1
34,0,0,7,1
35,0,0,7,1
36,0,0,7,0
37,0,0,5,0
38,0,0,5,1
39,0,0,4,0
40,0,0,7,1
41,0,0,5,1
42,0,0,8,0
43,0,0,6,3
44,0,0,5,1
45,0,0,6,2
46,0,0,5,1
47,0,0,6,1
