1,0,0,11,1
2,0,0,11,1
3,0,0,11,2
4,0,0,11,2
5,0,0,9,3
6,0,0,6,4
7,0,0,6,3
8,0,0,9,4
9,0,0,6,2
10,0,0,6,2
13,0,0,6,4
17,0,0,10,2
18,0,0,8,3
20,0,0,9,2
21,0,0,9,2
23,0,0,8,2
24,0,0,9,2
25,0,0,7,2
26,0,0,9,2
28,0,0,11,0
30,0,0,7,1
31,0,0,8,3
32,0,0,11,2
34,0,0,7,1
35,0,0,7,1
36,0,0,7,1
37,0,0,8,1
38,0,0,7,0
39,0,0,10,0
40,0,0,7,2
41,0,0,10,1
42,0,0,12,0
44,0,0,10,1
45,0,0,7,1
46,0,0,9,1
47,0,0,12,1
48,0,0,8,3
49,0,0,11,1
50,0,0,11,2
51,0,0,11,1
52,0,0,9,4
53,0,0,7,3
