1,0,0,3,3
2,0,0,5,4
4,0,0,4,3
5,0,0,4,4
6,0,0,4,4
7,0,0,7,3
8,0,0,3,3
9,0,0,4,3
12,0,0,4,3
13,0,0,4,1
14,0,0,4,2
15,0,0,4,3
16,0,0,5,5
17,0,0,6,4
18,0,0,6,5
19,0,0,7,3
20,0,0,6,7
21,0,0,6,4
23,0,0,6,6
24,0,0,5,8
25,0,0,5,6
26,0,0,6,7
27,0,0,4,8
28,0,0,8,7
29,0,1,4,6
30,0,1,2,6
31,0,1,6,7
32,0,0,3,8
33,0,0,7,7
34,0,0,8,7
35,0,0,4,8
36,0,0,9,5
37,0,0,9,6
38,0,0,7,7
39,0,0,5,5
40,0,0,6,4
41,0,0,7,3
42,0,0,9,1
43,0,0,8,3
44,0,0,6,3
45,0,0,7,1
46,0,0,11,0
48,0,0,7,2
49,0,0,6,4
