1,0,0,2,1
2,0,0,4,1
3,0,0,5,1
5,0,0,5,1
6,0,0,2,0
7,0,0,0,0
8,0,0,2,0
9,0,0,3,0
10,0,0,1,0
11,0,0,3,0
12,0,0,6,0
13,0,0,4,0
14,0,0,7,1
15,0,0,4,2
16,0,0,5,1
17,0,0,3,0
18,0,0,8,1
19,0,0,4,3
20,0,0,7,2
21,0,0,5,3
22,0,0,2,2
23,0,0,4,2
25,0,0,5,4
26,0,0,4,4
27,0,0,5,1
28,0,0,7,1
29,0,0,3,3
30,0,0,2,5
31,0,0,6,3
33,0,0,9,4
34,0,0,6,4
35,0,1,5,3
37,0,0,3,3
38,0,1,7,2
39,0,0,3,3
40,0,0,2,3
41,0,1,5,2
43,0,0,4,1
45,0,0,7,2
46,0,0,4,2
47,0,0,5,3
49,0,0,3,1
51,0,0,4,1
52,0,0,2,3
53,0,0,5,2
